AT	GO	contig	O_sativa_locus_annotation	ProbeName	TargetID	Variance_population_Oil_	Variance_Residual	SumVariance	SampleVariance	PropVar_population_Oil_	PropVar_Residual	RSquare	N2RLL	AIC	AICC	BIC	F_T3_Oil	F_T3_State	NDF_T3_Oil	NDF_T3_State	DDF_T3_Oil	DDF_T3_State	PrF_T3_Oil	PrF_T3_State	NLP_T3_Oil	NLP_T3_State	Sig Index PrF_T3_Oil	Sig Index PrF_T3_State	Sum Sig Index for F-Tests	Avg Sig Index for F-Tests
NA		S_mar_contig00543	LOC_Os04g43050.3|13104.m04263|cDNA Dicer, putative, expressed	CUST_16561_PI428634872	S_mar_contig00543	0.009001	0.02691	0.0359110439	0.0844024001	0.250658	0.749342	0.706752416	-26.4	-22.4	-22.2	-22.8	1.00	25.49	1	1	51	51	0.3231	<.0001	0.4906090914	5.2187137551	0	1	1	0.5
AT5G60010	GO:0050664/GO:0005509/GO:0005634/GO:0055114/GO:0005506/GO:0016491/GO:0016175/GO:0050660/GO:0004601/GO:0009055/GO:0016021/GO:0016020/GO:0050660	S_mar_contig00608	LOC_Os01g61880.1|13101.m06610|cDNA respiratory burst oxidase, putative, expressed	CUST_16565_PI428634872	S_mar_contig00608	0.101058	0.260313	0.3613711622	1.3804353633	0.279652	0.720348	0.8268417439	89.7	93.7	93.9	93.3	23.99	24.87	1	1	51	51	<.0001	<.0001	4.9922788661	5.1257817575	1	1	2	1
AT5G36170	GO:0009570/GO:0006415/GO:0009902/GO:0006415/GO:0006415/GO:0005737/GO:0006396/GO:0009657/GO:0006415/GO:0006364/GO:0006415/GO:0006415/GO:0006415/GO:0016149/GO:0006415/GO:0045893/GO:0034660/GO:0006415/GO:0009570/GO:0010027/GO:0003747/GO:0006415/GO:0042793/GO:0006415/GO:0009507/GO:0034660/GO:0042793/GO:0035304/GO:0016149/GO:0009570/GO:0003747/GO:0006415/GO:0045893/GO:0045893/GO:0003747/GO:0005737/GO:0030154/GO:0006415/GO:0006396/GO:0042793/GO:0010207/GO:0006415/GO:0010207/GO:0010207/GO:0010027/GO:0006415/GO:0009570/GO:0003747/GO:0006415/GO:0010207/GO:0035304/GO:0035304/GO:0016149/GO:0006415/GO:0006364/GO:0009965/GO:0006415/GO:0006415/GO:0009657/GO:0009902/GO:0006415	S_mar_contig00698_RC	LOC_Os07g36250.3|13107.m10021|cDNA peptide chain release factor protein, putative, expressed	CUST_16568_PI428634872	S_mar_contig00698_RC	0.035198	0.034234	0.0694312668	0.1784511672	0.506943	0.493057	0.8252016574	-11.3	-7.3	-7.1	-7.7	15.95	3.31	1	1	51	51	0.0002	0.0747	3.6798833906	1.1264278041	1	0	1	0.5
AT3G58770	GO:0003674/GO:0008150/GO:0005634	S_mar_contig00701_RC	LOC_Os01g10530.2|13101.m14998|cDNA expressed protein	CUST_16569_PI428634872	S_mar_contig00701_RC	0.085855	0.142856	0.2287112678	0.4087890797	0.375387	0.624613	0.6848131709	50.7	54.7	55.0	54.2	10.54	2.73	1	1	42	42	0.0023	0.1059	2.6394335258	0.9749610168	1	0	1	0.5
NA		S_mar_contig00801	LOC_Os04g56390.1|13104.m05868|cDNA expressed protein	CUST_16571_PI428634872	S_mar_contig00801	0.272144	0.895344	1.1674883929	1.6423993972	0.233102	0.766898	0.498708252	149.3	153.3	153.6	152.9	9.91	0.43	1	1	50	50	0.0028	0.5155	2.5566765309	0.2877457932	1	0	1	0.5
AT5G35970	GO:0009941/GO:0009941/GO:0009570/GO:0015996/GO:0009941/GO:0003677/GO:0009507/GO:0009570/GO:0005524/GO:0009570/GO:0003677/GO:0009507/GO:0009570/GO:0015996/GO:0009941/GO:0016787/GO:0009507/GO:0005524	S_5sp_contig27619	LOC_Os09g04440.1|13109.m00373|cDNA DNA-binding protein, putative, expressed	CUST_1657_PI428634872	S_5sp_contig27619	0.016874	0.27242	0.2892938428	0.476977773	0.058328	0.941672	0.461986361	88.8	92.8	93.1	92.4	22.88	2.88	1	1	51	51	<.0001	0.0959	4.8212377801	1.0183103075	1	0	1	0.5
AT2G20060	GO:0003735/GO:0006412/GO:0006412/GO:0006412/GO:0015934/GO:0015934/GO:0006354/GO:0006354/GO:0006412/GO:0005739/GO:0006412/GO:0005840/GO:0015934/GO:0006412/GO:0003735/GO:0006354	S_mar_contig01077_RC	LOC_Os12g30490.1|13112.m03105|cDNA ribosomal protein L4, putative, expressed	CUST_16589_PI428634872	S_mar_contig01077_RC	0.016149	0.035431	0.0515795033	0.1064725326	0.313083	0.686917	0.6949316653	-11.7	-7.7	-7.4	-8.1	9.44	9.37	1	1	51	51	0.0034	0.0035	2.4672949279	2.4548312292	1	1	2	1
AT5G65110	GO:0005777/GO:0005777/GO:0050660/GO:0008152/GO:0006635/GO:0050660/GO:0050660/GO:0006631/GO:0006635/GO:0009062/GO:0005777/GO:0016627/GO:0003997/GO:0005777/GO:0043248/GO:0001676/GO:0048767/GO:0006635/GO:0003995/GO:0005777/GO:0005777/GO:0006631/GO:0006635/GO:0051788/GO:0003997/GO:0006631/GO:0008152/GO:0006635/GO:0003997/GO:0006635/GO:0003995/GO:0005777/GO:0055114/GO:0005777/GO:0043161/GO:0050660/GO:0005634/GO:0043161/GO:0006631/GO:0006635/GO:0001676/GO:0048767/GO:0016627/GO:0009062/GO:0006635/GO:0043161/GO:0003997/GO:0055114/GO:0009735/GO:0006635/GO:0006635	S_mar_contig01222_RC	LOC_Os11g39220.1|13111.m03869|cDNA acyl-coenzyme A oxidase, putative, expressed	CUST_16596_PI428634872	S_mar_contig01222_RC	0.094092	0.079421	0.1735126728	0.3199548805	0.542278	0.457722	0.7739882772	32.0	36.0	36.2	35.6	1.00	10.19	1	1	51	51	0.3212	0.0024	0.4932058113	2.6160928648	0	1	1	0.5
AT5G17440	GO:0005634/GO:0008150/GO:0003674	S_5sp_contig07471_RC	LOC_Os03g62640.5|13103.m06929|cDNA	CUST_165_PI428634872	S_5sp_contig07471_RC	0.025836	0.034391	0.0602279154	0.1430601413	0.428977	0.571023	0.7805269999	-11.9	-7.9	-7.7	-8.3	2.90	16.32	1	1	51	51	0.0946	0.0002	1.0243236232	3.7435444699	0	1	1	0.5
AT2G03200	GO:0004190/GO:0016926/GO:0010413/GO:0006508/GO:0006508/GO:0016926/GO:0016926/GO:0010413/GO:0045492/GO:0050665/GO:0045492/GO:0010228/GO:0050665/GO:0005576/GO:0000041	S_mar_contig01343	LOC_Os08g36530.1|13108.m03839|cDNA aspartic proteinase nepenthesin precursor, putative	CUST_16604_PI428634872	S_mar_contig01343	0	0.1343	0.134299987	0.201717097	0	1	0.3598232138	50.5	52.5	52.6	52.3	27.74	0.45	1	1	50	50	<.0001	0.5051	5.5322503663	0.2966406395	1	0	1	0.5
NA		S_mar_contig01380	LOC_Os08g11480.1|13108.m01226|cDNA expressed protein	CUST_16606_PI428634872	S_mar_contig01380	0.383799	0.19685	0.5806492269	1.9779020112	0.660982	0.339018	0.9095605874	79.7	83.7	83.9	83.3	23.04	0.08	1	1	51	51	<.0001	0.7762	4.8458113492	0.110010438	1	0	1	0.5
AT5G02810	GO:0005634/GO:0048574/GO:0007623/GO:0005739/GO:0048574/GO:0045892/GO:0042752/GO:0000156/GO:0006355/GO:0003677/GO:0009266/GO:0045892/GO:0003677/GO:0006355/GO:0010017/GO:0010017/GO:0009639/GO:0006355/GO:0006355/GO:0005634/GO:0045892/GO:0006355/GO:0006355/GO:0007623/GO:0000156/GO:0000160/GO:0010017	S_mar_contig01671	LOC_Os07g49460.1|13107.m05323|cDNA	CUST_16625_PI428634872	S_mar_contig01671	0.064836	0.036395	0.1012312668	0.2319054641	0.640478	0.359522	0.857345432	-6.7	-2.7	-2.4	-3.1	11.74	2.27	1	1	51	51	0.0012	0.1382	2.9147355134	0.8595727102	1	0	1	0.5
AT1G69740	GO:0009570/GO:0004655/GO:0033014/GO:0015995/GO:0015995/GO:0009570/GO:0006364/GO:0004655/GO:0009570/GO:0004655/GO:0033014/GO:0009507/GO:0009570/GO:0033014/GO:0009507/GO:0003824/GO:0046872/GO:0006779/GO:0006779/GO:0009570/GO:0009570/GO:0009570/GO:0006098/GO:0009570/GO:0009507/GO:0009570/GO:0009570/GO:0003824/GO:0009570/GO:0009507/GO:0033014/GO:0046872/GO:0006098/GO:0009570/GO:0009507/GO:0006364	S_mar_contig01904	LOC_Os06g49110.2|13106.m05239|cDNA	CUST_16639_PI428634872	S_mar_contig01904	0.011975	0.049963	0.0619377273	0.1507811954	0.193332	0.806668	0.7043252227	5.3	9.3	9.7	8.9	3.36	24.66	1	1	33	33	0.0760	<.0001	1.1191678705	4.6908512118	0	1	1	0.5
AT1G66340	GO:0005524/GO:0005783/GO:0005789/GO:0004673/GO:0016020/GO:0006952/GO:0052544/GO:0005789/GO:0010105/GO:0005515/GO:0071281/GO:0000155/GO:0010182/GO:0000156/GO:0010182/GO:0010105/GO:0042742/GO:0000155/GO:0052544/GO:0005515/GO:0009651/GO:0010105/GO:0005783/GO:0009690/GO:0005515/GO:0005515/GO:0009737/GO:0010105/GO:0007623/GO:0010105/GO:0000156/GO:0052544/GO:0042742/GO:0010105/GO:0005515/GO:0009733/GO:0005789/GO:0004673/GO:0005515/GO:0009727/GO:0009739/GO:0010105/GO:0010105/GO:0009736/GO:0004673/GO:0009736/GO:0005515/GO:0009408/GO:0010105/GO:0005789/GO:0010105/GO:0004673/GO:0005515/GO:0009723/GO:0009651/GO:0010105/GO:0051740/GO:0000155/GO:0004871/GO:0010105/GO:0005789/GO:0016772/GO:0005789/GO:0010119/GO:0005515/GO:0009871/GO:0010105/GO:0050665/GO:0005789/GO:1900140/GO:0005789/GO:0010105/GO:0010105/GO:0005524/GO:0010105/GO:0004673/GO:0009871/GO:0004673/GO:0002237/GO:0005515/GO:0050665/GO:0009690/GO:0009625/GO:0009871/GO:0010105/GO:0010105/GO:0042802/GO:0004673/GO:0010105/GO:0004673/GO:0009408/GO:0009871/GO:0010105	S_mar_contig01935_RC	LOC_Os03g49500.1|13103.m05366|cDNA ethylene receptor, putative, expressed	CUST_16640_PI428634872	S_mar_contig01935_RC	0.04278	0.054305	0.0970843225	0.1899712537	0.440644	0.559356	0.7507004726	10.6	14.6	15.0	14.2	11.04	2.11	1	1	33	33	0.0022	0.1561	2.6588834491	0.8066171707	1	0	1	0.5
AT5G60910	GO:0046983/GO:0003700/GO:0005634/GO:0009911/GO:0010077/GO:0003700/GO:0006355/GO:0031540/GO:0003700/GO:0005634/GO:0006355/GO:0005515/GO:0006355/GO:0006355/GO:0003700/GO:0010154/GO:0003700/GO:0006355/GO:0005515/GO:0006355/GO:0003677/GO:0010077/GO:0031540/GO:0005634/GO:0005515/GO:0005515/GO:0048481/GO:0005634	S_mar_contig02039	LOC_Os07g41370.2|13107.m04305|cDNA OsMADS18 - MADS-box family gene with MIKCc type-box, expressed	CUST_16647_PI428634872	S_mar_contig02039	0.010146	0.057439	0.0675845559	0.1224502291	0.150119	0.849881	0.5784124892	9.4	13.4	13.8	13.0	10.44	8.22	1	1	33	33	0.0028	0.0072	2.553760003	2.1448215878	1	1	2	1
AT3G55610	GO:0004349/GO:0009555/GO:0005739/GO:0009793/GO:0005739/GO:0004349/GO:0004349/GO:0016620/GO:0005737/GO:0005737/GO:0042538/GO:0016491/GO:0003824/GO:0006561/GO:0006561/GO:0006561/GO:0016620/GO:0005829/GO:0004349/GO:0009507/GO:0016491/GO:0042538/GO:0004350/GO:0009506/GO:0006561/GO:0003824/GO:0005737/GO:0005829/GO:0006561/GO:0006561/GO:0009737	S_5sp_contig27730	LOC_Os05g38150.1|13105.m03988|cDNA	CUST_1664_PI428634872	S_5sp_contig27730	0.140974	0.107289	0.2482635444	0.5839984221	0.567841	0.432159	0.8328058851	47.6	51.6	51.9	51.2	7.32	8.43	1	1	51	51	0.0093	0.0054	2.033547796	2.2647657336	0	1	1	0.5
AT3G51700	GO:0005634/GO:0008150/GO:0003674	S_mar_contig02164_RC	LOC_Os01g14200.1|13101.m01564|cDNA retrotransposon protein, putative, unclassified, expressed	CUST_16653_PI428634872	S_mar_contig02164_RC	0	0.219138	0.2191381516	0.3072339061	0	1	0.3274961929	51.4	53.4	53.5	53.2	0.58	15.49	1	1	33	33	0.4532	0.0004	0.3437051191	3.3946570029	0	1	1	0.5
AT3G13290	GO:0000166/GO:0005634	S_mar_contig02178	LOC_Os06g19660.1|13106.m02100|cDNA WD domain, G-beta repeat domain containing protein, expressed	CUST_16657_PI428634872	S_mar_contig02178	0.023462	0.062024	0.0854859936	0.1391640974	0.274454	0.725546	0.6062960211	13.3	17.3	17.7	16.9	10.69	1.15	1	1	33	33	0.0025	0.2907	2.5980898201	0.536576303	1	0	1	0.5
AT4G25650	GO:0009941/GO:0016491/GO:0010277/GO:0009941/GO:0009941/GO:0009507/GO:0009507/GO:0055114/GO:0009941/GO:0009941/GO:0009941/GO:0009941/GO:0016491/GO:0009941/GO:0009941/GO:0009536/GO:0009055/GO:0009941/GO:0051537/GO:0009507/GO:0051537/GO:0010277/GO:0009941/GO:0009941/GO:0055114/GO:0009507	S_mar_contig02196	LOC_Os03g59110.1|13103.m06491|cDNA pheophorbide a oxygenase, chloroplast precursor, putative, expressed	CUST_16658_PI428634872	S_mar_contig02196	0.114124	0.01671	0.1308347056	0.453159258	0.87228	0.12772	0.9683175967	-22.3	-18.3	-17.9	-18.7	12.31	6.59	1	1	33	33	0.0013	0.0150	2.878243056	1.8236336614	1	0	1	0.5
AT3G05320	GO:0003674/GO:0008150	S_mar_contig02214	LOC_Os02g07200.2|13102.m00812|cDNA protein-O-fucosyltransferase 1, putative, expressed	CUST_16659_PI428634872	S_mar_contig02214	0.074119	0.289147	0.3632661448	0.7872304263	0.204034	0.795966	0.6755330401	58.1	62.1	62.6	61.7	18.71	5.55	1	1	30	30	0.0002	0.0252	3.8090952946	1.598905699	1	0	1	0.5
AT3G10660	GO:0004683/GO:0005524/GO:0005524/GO:0006468/GO:0005509/GO:0004674/GO:0006468/GO:0005789/GO:0005789/GO:0004674/GO:0004674/GO:0006468/GO:0006499/GO:0006468/GO:0005789/GO:0006468/GO:0006499/GO:0004672/GO:0005789/GO:0004674/GO:0016772/GO:0006499/GO:0005634/GO:0004672/GO:0016301/GO:0006468/GO:0004683	S_mar_contig02421_RC	LOC_Os07g06740.2|13107.m00649|cDNA CAMK_CAMK_like.31 - CAMK includes calcium/calmodulin depedent protein kinases, expressed	CUST_16663_PI428634872	S_mar_contig02421_RC	0	0.074165	0.0741651885	0.23846522	0	1	0.7067615237	15.7	17.7	17.8	17.5	68.34	11.20	1	1	33	33	<.0001	0.0021	8.8207790388	2.6870021439	1	1	2	1
AT2G35160	GO:0006346/GO:0016571/GO:0034968/GO:0010388/GO:0016571/GO:0031048/GO:0016571/GO:0009640/GO:0045893/GO:0034968/GO:0005634/GO:0006346/GO:0034968/GO:0010216/GO:0010216/GO:0010200/GO:0016579/GO:0031048/GO:0040029/GO:0010216/GO:0010388/GO:0045132/GO:0016571/GO:0016567/GO:0045893/GO:0031048/GO:0016571/GO:0006346/GO:0045893/GO:0051567/GO:0034968/GO:0009640/GO:0051567/GO:0005634/GO:0051567/GO:0010388/GO:0016571/GO:0042054/GO:0016571/GO:0016567/GO:0016567/GO:0051567/GO:0018024/GO:0008270/GO:0031048/GO:0016571/GO:0016579/GO:0042054/GO:0007062/GO:0016579/GO:0042393/GO:0007062/GO:0031048/GO:0006346/GO:0031048	S_mar_contig02490_RC	LOC_Os08g30910.1|13108.m03201|cDNA YDG/SRA domain containing protein, expressed	CUST_16666_PI428634872	S_mar_contig02490_RC	0.012874	0.059832	0.07270635	0.1193259651	0.177069	0.822931	0.5514522647	11.1	15.1	15.5	14.6	12.07	2.31	1	1	33	33	0.0015	0.1384	2.8369285999	0.8588014703	1	0	1	0.5
AT1G64550	GO:0006606/GO:0005737/GO:0007010/GO:0046686/GO:0017111/GO:0006406/GO:0006406/GO:0006094/GO:0009651/GO:0006606/GO:0042742/GO:0005215/GO:0010498/GO:0005524/GO:0046686/GO:0000166/GO:0005524/GO:0016887/GO:0010498/GO:0042742/GO:0006096/GO:0005215/GO:0007010/GO:0006406/GO:0006096/GO:0010498/GO:0009651/GO:0005829	S_mar_contig02694	LOC_Os02g58020.2|13102.m06716|cDNA ABC transporter, ATP-binding protein, putative, expressed	CUST_16674_PI428634872	S_mar_contig02694	0.077574	0.087222	0.1647957409	0.2749908259	0.470726	0.529274	0.7238390383	26.6	30.6	31.0	30.1	9.48	0.20	1	1	33	33	0.0042	0.6579	2.3805983925	0.1818097717	1	0	1	0.5
AT1G80670	GO:0005737/GO:0005515/GO:0005635/GO:0005829/GO:0005515/GO:0005635/GO:0000166/GO:0080008	S_mar_contig02833	LOC_Os08g07960.1|13108.m00819|cDNA mitotic checkpoint protein, putative, expressed	CUST_16681_PI428634872	S_mar_contig02833	0.006884	0.025801	0.0326846926	0.0824632962	0.210613	0.789387	0.7114329093	-29.0	-25.0	-24.8	-25.5	2.73	29.96	1	1	51	51	0.1045	<.0001	0.9809141099	5.8688778177	0	1	1	0.5
AT3G26700	GO:0004672/GO:0016301/GO:0005524/GO:0006468/GO:0004713/GO:0006468/GO:0004672/GO:0016772/GO:0006468/GO:0004674/GO:0005886/GO:0004674/GO:0005524/GO:0004713/GO:0005886	S_mar_contig02954	LOC_Os01g70410.2|13101.m07653|cDNA protein kinase, putative, expressed	CUST_16685_PI428634872	S_mar_contig02954	0.400128	0.341661	0.7417885695	1.2655078127	0.539409	0.460591	0.7541662536	106.4	110.4	110.6	110.0	0.02	9.83	1	1	51	51	0.8935	0.0028	0.0489195545	2.5462722119	0	1	1	0.5
AT1G76460	GO:0003676/GO:0000166/GO:0048573/GO:0008150/GO:0048573/GO:0005634/GO:0003676/GO:0003723	S_mar_contig03046_RC	LOC_Os02g48340.2|13102.m05462|cDNA RNA recognition motif containing protein, putative, expressed	CUST_16687_PI428634872	S_mar_contig03046_RC	0.014667	0.091397	0.1060639605	0.2609856007	0.138283	0.861717	0.6747279569	34.5	38.5	38.7	38.1	17.95	21.33	1	1	51	51	<.0001	<.0001	4.0224682631	4.5758467195	1	1	2	1
AT5G18230	GO:0006355/GO:0006355/GO:0045892/GO:0045892/GO:0006355/GO:0005634/GO:0006355/GO:0045892/GO:0005634/GO:0006355/GO:0005634/GO:0006355/GO:0005634	S_5sp_contig27758	LOC_Os03g44900.2|13103.m04842|cDNA CCR4-NOT transcription factor, putative, expressed	CUST_1668_PI428634872	S_5sp_contig27758	0.001536	0.006455	0.0079907733	0.0237419623	0.192213	0.807787	0.748875144	-99.9	-95.9	-95.7	-96.4	41.61	2.16	1	1	51	51	<.0001	0.1476	7.3967001959	0.8310182555	1	0	1	0.5
AT1G48120	GO:0004722/GO:0016787/GO:0005634	S_mar_contig03194	LOC_Os07g46140.1|13107.m04857|cDNA transposon protein, putative, unclassified	CUST_16694_PI428634872	S_mar_contig03194	0.695173	1.396434	2.0916069471	4.1737939688	0.332363	0.667637	0.7072986002	109.1	113.1	113.6	112.7	8.57	5.21	1	1	31	31	0.0064	0.0295	2.1965231164	1.5297738483	1	0	1	0.5
AT2G24390	GO:0003674/GO:0008150/GO:0005634/GO:0005634/GO:0005634	S_mar_contig03273	LOC_Os02g04800.1|13102.m00512|cDNA AIG2-like family domain containing protein, expressed	CUST_16696_PI428634872	S_mar_contig03273	0.009371	0.049289	0.058660163	0.0783754542	0.159753	0.840247	0.4173149289	3.3	7.3	7.5	6.9	10.36	0.02	1	1	51	51	0.0022	0.8854	2.6494894423	0.0528756829	1	0	1	0.5
AT2G37340	GO:0008380/GO:0048573/GO:0008380/GO:0005634/GO:0005634/GO:0016607/GO:0005515/GO:0016607/GO:0000398/GO:0000245/GO:0016607/GO:0000398/GO:0005634/GO:0016607/GO:0000245/GO:0048573/GO:0000245/GO:0000398/GO:0005515/GO:0000398	S_mar_contig03500	LOC_Os02g33320.2|13102.m03612|cDNA RNA recognition motif containing protein, putative, expressed	CUST_16703_PI428634872	S_mar_contig03500	0	0.108229	0.1082294942	0.12287906	0	1	0.1524563884	40.4	42.4	42.5	42.2	9.12	0.05	1	1	51	51	0.0039	0.8181	2.4042012898	0.0872153627	1	0	1	0.5
NA		S_mar_contig03523_RC	LOC_Os06g12170.8|13106.m01328|cDNA	CUST_16704_PI428634872	S_mar_contig03523_RC	0.001587	0.079772	0.081358731	0.2902311556	0.019505	0.980495	0.7886812185	6.3	10.3	13.3	9.9	13.88	6.14	1	1	7	7	0.0074	0.0423	2.1307174613	1.3731930903	1	0	1	0.5
NA		S_mar_contig03563_RC	LOC_Os07g49540.1|13107.m05332|cDNA hypothetical protein	CUST_16706_PI428634872	S_mar_contig03563_RC	0	0.252994	0.2529940132	0.3744435028	0	1	0.3679371733	50.0	52.0	52.1	51.8	2.25	15.15	1	1	29	29	0.1440	0.0005	0.8415839821	3.2718305086	0	1	1	0.5
NA		S_mar_contig03772	LOC_Os03g12010.2|13103.m01361|cDNA expressed protein	CUST_16711_PI428634872	S_mar_contig03772	0.061168	0.184027	0.2451951285	0.647153486	0.249469	0.750531	0.7496662057	46.4	50.4	50.8	49.9	13.88	12.41	1	1	31	31	0.0008	0.0014	3.1082756816	2.8695777099	1	1	2	1
AT1G49950	GO:0003700/GO:0006334/GO:0005634/GO:0005634/GO:0006334/GO:0009733/GO:0005515/GO:0005515/GO:0005515/GO:0000786/GO:0009651/GO:0010413/GO:0005634/GO:0009651/GO:0045492/GO:0006334/GO:0009753/GO:0005634/GO:0006334/GO:0006334/GO:0009723/GO:0000786/GO:0009751/GO:0006334/GO:0042803/GO:0010413/GO:0005515/GO:0006334/GO:0006334/GO:0000786/GO:0003691/GO:0005634/GO:0005515/GO:0009737/GO:0046686/GO:0005634/GO:0003677/GO:0045492/GO:0006334/GO:0009739/GO:0000911	S_mar_contig04132	LOC_Os01g40670.1|13101.m04166|cDNA single myb histone, putative, expressed	CUST_16718_PI428634872	S_mar_contig04132	0	0.016138	0.0161383551	0.0294072009	0	1	0.4825701537	-34.7	-32.7	-32.5	-32.9	20.77	10.01	1	1	33	33	<.0001	0.0033	4.1704307408	2.4762139891	1	1	2	1
AT2G34750	GO:0005634/GO:0008150/GO:0006360	S_5sp_contig27798	LOC_Os06g47350.2|13106.m05025|cDNA RNA polymerase I specific transcription initiation factor RRN3 family protein, putative, expressed	CUST_1671_PI428634872	S_5sp_contig27798	0.007656	0.059829	0.067485061	0.16620927	0.113454	0.886546	0.6645297496	12.5	16.5	16.7	16.1	39.38	3.73	1	1	51	51	<.0001	0.0588	7.1210496906	1.2302814823	1	0	1	0.5
AT2G04030	GO:0009570/GO:0009570/GO:0009570/GO:0009570/GO:0009408/GO:0006457/GO:0005524/GO:0005774/GO:0006457/GO:0006457/GO:0009793/GO:0009507/GO:0005524/GO:0009941/GO:0009704/GO:0009658/GO:0005774/GO:0009570/GO:0009408/GO:0009651/GO:0009570/GO:0009570/GO:0009658/GO:0009507/GO:0009570/GO:0009570/GO:0005524/GO:0005739/GO:0009570/GO:0005739/GO:0009651/GO:0005774/GO:0005524/GO:0009570/GO:0009941/GO:0009507/GO:0045037/GO:0051082/GO:0005774/GO:0009941/GO:0005524/GO:0005524/GO:0005524/GO:0009941/GO:0005524/GO:0009570/GO:0005739/GO:0009941/GO:0009570/GO:0009941/GO:0005524/GO:0009570/GO:0045037/GO:0009507/GO:0048481/GO:0009507/GO:0010157/GO:0005774/GO:0009507/GO:0009536/GO:0005774/GO:0005739/GO:0005524/GO:0051082/GO:0009570/GO:0009941/GO:0009704/GO:0009414/GO:0009570/GO:0009941/GO:0009414	S_mar_contig04703_RC	LOC_Os09g29840.2|13109.m02962|cDNA heat shock protein, putative, expressed	CUST_16737_PI428634872	S_mar_contig04703_RC	0.106646	0.036495	0.1431407466	0.3772331425	0.745043	0.254957	0.9121828379	-5.1	-1.1	-0.9	-1.5	7.78	7.53	1	1	51	51	0.0074	0.0083	2.1291924814	2.0789079076	1	1	2	1
AT3G51730	GO:0005773/GO:0006635/GO:0006635/GO:0007030/GO:0016558/GO:0003674/GO:0005773/GO:0007030/GO:0009651/GO:0006816/GO:0006629/GO:0016558/GO:0009651/GO:0016558	S_mar_contig04713_RC	LOC_Os05g26954.1|13105.m02772|cDNA saposin-like type B, region 1 family protein, putative, expressed	CUST_16739_PI428634872	S_mar_contig04713_RC	0.060112	0.081777	0.141888655	0.2873653624	0.423654	0.576346	0.7401567761	32.2	36.2	36.5	35.8	12.86	2.29	1	1	51	51	0.0008	0.1361	3.1241849773	0.8661269821	1	0	1	0.5
AT3G11290	GO:0005575/GO:0003674/GO:0008150	S_mar_contig04744_RC	LOC_Os04g16940.1|13104.m01535|cDNA transposon protein, putative, CACTA, En/Spm sub-class, expressed	CUST_16740_PI428634872	S_mar_contig04744_RC	0	0.178692	0.1786923246	0.2166395314	0	1	0.2062888205	66.0	68.0	68.1	67.8	12.84	0.41	1	1	51	51	0.0008	0.5233	3.1210287264	0.2812139229	1	0	1	0.5
AT3G22080	GO:0003674/GO:0008150/GO:0005634	S_mar_contig04816	LOC_Os10g33830.1|13110.m02994|cDNA MATH domain containing protein	CUST_16744_PI428634872	S_mar_contig04816	0.582167	0.21708	0.7992470746	1.2743696857	0.728394	0.271606	0.8453433142	85.6	89.6	89.8	89.2	7.43	0.04	1	1	51	51	0.0088	0.8383	2.0562894288	0.076583813	1	0	1	0.5
AT1G68490	GO:0005634/GO:0003674/GO:0008150	S_mar_contig04837_RC	LOC_Os12g40840.2|13112.m04253|cDNA expressed protein	CUST_16747_PI428634872	S_mar_contig04837_RC	0	0.105419	0.1054185827	0.165737036	0	1	0.3879429403	39.1	41.1	41.1	40.9	31.05	1.27	1	1	51	51	<.0001	0.2646	6.0219315775	0.5774564152	1	0	1	0.5
NA		S_5sp_contig27822	LOC_Os10g39200.4|13110.m07886|cDNA expressed protein	CUST_1674_PI428634872	S_5sp_contig27822	0.007422	0.051672	0.0590948542	0.3271041515	0.125601	0.874399	0.8530333579	5.2	9.2	9.4	8.8	117.37	5.03	1	1	51	51	<.0001	0.0293	14.105792618	1.5327194442	1	0	1	0.5
AT1G79620	GO:0016772/GO:0005524/GO:0006468/GO:0006468/GO:0044036/GO:0010413/GO:0004672/GO:0004672/GO:0010413/GO:0007169/GO:0005524/GO:0006468/GO:0045492/GO:0044036/GO:0042546/GO:0006468/GO:0004674/GO:0016301/GO:0004674/GO:0004674/GO:0006468/GO:0005576/GO:0004674/GO:0005524/GO:0045492/GO:0005524/GO:0006468	S_mar_contig04870	LOC_Os05g24010.1|13105.m02449|cDNA receptor protein kinase-like, putative, expressed	CUST_16751_PI428634872	S_mar_contig04870	0.055845	0.346889	0.402733284	0.4893443221	0.138664	0.861336	0.3423437558	100.6	104.6	104.9	104.2	7.76	0.05	1	1	50	50	0.0075	0.8306	2.1232123054	0.0806026359	1	0	1	0.5
NA		S_mar_contig04980_RC	LOC_Os03g28960.2|13103.m03324|cDNA DNA-directed RNA polymerase subunit, putative, expressed	CUST_16757_PI428634872	S_mar_contig04980_RC	0.010251	0.095075	0.1053260994	0.1877532374	0.097328	0.902672	0.5268429867	35.8	39.8	40.1	39.4	20.45	5.31	1	1	51	51	<.0001	0.0253	4.4343202637	1.59689801	1	0	1	0.5
